sat_path,svi_path,severity
/content/sat2street_data/images/000224_sat.png,/content/sat2street_data/images/000224_svi.png,0_MinorDamage
/content/sat2street_data/images/001593_sat.png,/content/sat2street_data/images/001593_svi.png,1_ModerateDamage
/content/sat2street_data/images/000160_sat.png,/content/sat2street_data/images/000160_svi.png,0_MinorDamage
/content/sat2street_data/images/002102_sat.png,/content/sat2street_data/images/002102_svi.png,1_ModerateDamage
/content/sat2street_data/images/000426_sat.png,/content/sat2street_data/images/000426_svi.png,0_MinorDamage
/content/sat2street_data/images/000930_sat.png,/content/sat2street_data/images/000930_svi.png,0_MinorDamage
/content/sat2street_data/images/003622_sat.png,/content/sat2street_data/images/003622_svi.png,2_SevereDamage
/content/sat2street_data/images/000956_sat.png,/content/sat2street_data/images/000956_svi.png,0_MinorDamage
/content/sat2street_data/images/002696_sat.png,/content/sat2street_data/images/002696_svi.png,1_ModerateDamage
/content/sat2street_data/images/000344_sat.png,/content/sat2street_data/images/000344_svi.png,0_MinorDamage
/content/sat2street_data/images/002791_sat.png,/content/sat2street_data/images/002791_svi.png,1_ModerateDamage
/content/sat2street_data/images/000104_sat.png,/content/sat2street_data/images/000104_svi.png,0_MinorDamage
/content/sat2street_data/images/001523_sat.png,/content/sat2street_data/images/001523_svi.png,1_ModerateDamage
/content/sat2street_data/images/001165_sat.png,/content/sat2street_data/images/001165_svi.png,0_MinorDamage
/content/sat2street_data/images/002264_sat.png,/content/sat2street_data/images/002264_svi.png,1_ModerateDamage
/content/sat2street_data/images/001159_sat.png,/content/sat2street_data/images/001159_svi.png,0_MinorDamage
/content/sat2street_data/images/001027_sat.png,/content/sat2street_data/images/001027_svi.png,0_MinorDamage
/content/sat2street_data/images/001722_sat.png,/content/sat2street_data/images/001722_svi.png,1_ModerateDamage
/content/sat2street_data/images/001044_sat.png,/content/sat2street_data/images/001044_svi.png,0_MinorDamage
/content/sat2street_data/images/003492_sat.png,/content/sat2street_data/images/003492_svi.png,2_SevereDamage
/content/sat2street_data/images/002833_sat.png,/content/sat2street_data/images/002833_svi.png,1_ModerateDamage
/content/sat2street_data/images/000390_sat.png,/content/sat2street_data/images/000390_svi.png,0_MinorDamage
/content/sat2street_data/images/000623_sat.png,/content/sat2street_data/images/000623_svi.png,0_MinorDamage
/content/sat2street_data/images/001520_sat.png,/content/sat2street_data/images/001520_svi.png,1_ModerateDamage
/content/sat2street_data/images/003895_sat.png,/content/sat2street_data/images/003895_svi.png,2_SevereDamage
/content/sat2street_data/images/001147_sat.png,/content/sat2street_data/images/001147_svi.png,0_MinorDamage
/content/sat2street_data/images/001568_sat.png,/content/sat2street_data/images/001568_svi.png,1_ModerateDamage
/content/sat2street_data/images/004010_sat.png,/content/sat2street_data/images/004010_svi.png,2_SevereDamage
/content/sat2street_data/images/001229_sat.png,/content/sat2street_data/images/001229_svi.png,0_MinorDamage
/content/sat2street_data/images/001927_sat.png,/content/sat2street_data/images/001927_svi.png,1_ModerateDamage
/content/sat2street_data/images/002597_sat.png,/content/sat2street_data/images/002597_svi.png,1_ModerateDamage
/content/sat2street_data/images/000874_sat.png,/content/sat2street_data/images/000874_svi.png,0_MinorDamage
/content/sat2street_data/images/000284_sat.png,/content/sat2street_data/images/000284_svi.png,0_MinorDamage
/content/sat2street_data/images/003732_sat.png,/content/sat2street_data/images/003732_svi.png,2_SevereDamage
/content/sat2street_data/images/002772_sat.png,/content/sat2street_data/images/002772_svi.png,1_ModerateDamage
/content/sat2street_data/images/001946_sat.png,/content/sat2street_data/images/001946_svi.png,1_ModerateDamage
/content/sat2street_data/images/002942_sat.png,/content/sat2street_data/images/002942_svi.png,1_ModerateDamage
/content/sat2street_data/images/000843_sat.png,/content/sat2street_data/images/000843_svi.png,0_MinorDamage
/content/sat2street_data/images/001533_sat.png,/content/sat2street_data/images/001533_svi.png,1_ModerateDamage
/content/sat2street_data/images/003260_sat.png,/content/sat2street_data/images/003260_svi.png,2_SevereDamage
/content/sat2street_data/images/001607_sat.png,/content/sat2street_data/images/001607_svi.png,1_ModerateDamage
/content/sat2street_data/images/001687_sat.png,/content/sat2street_data/images/001687_svi.png,1_ModerateDamage
/content/sat2street_data/images/001317_sat.png,/content/sat2street_data/images/001317_svi.png,0_MinorDamage
/content/sat2street_data/images/003508_sat.png,/content/sat2street_data/images/003508_svi.png,2_SevereDamage
/content/sat2street_data/images/001206_sat.png,/content/sat2street_data/images/001206_svi.png,0_MinorDamage
/content/sat2street_data/images/002724_sat.png,/content/sat2street_data/images/002724_svi.png,1_ModerateDamage
/content/sat2street_data/images/001695_sat.png,/content/sat2street_data/images/001695_svi.png,1_ModerateDamage
/content/sat2street_data/images/000545_sat.png,/content/sat2street_data/images/000545_svi.png,0_MinorDamage
/content/sat2street_data/images/002092_sat.png,/content/sat2street_data/images/002092_svi.png,1_ModerateDamage
/content/sat2street_data/images/001554_sat.png,/content/sat2street_data/images/001554_svi.png,1_ModerateDamage
/content/sat2street_data/images/002976_sat.png,/content/sat2street_data/images/002976_svi.png,2_SevereDamage
/content/sat2street_data/images/004060_sat.png,/content/sat2street_data/images/004060_svi.png,2_SevereDamage
/content/sat2street_data/images/000450_sat.png,/content/sat2street_data/images/000450_svi.png,0_MinorDamage
/content/sat2street_data/images/002708_sat.png,/content/sat2street_data/images/002708_svi.png,1_ModerateDamage
/content/sat2street_data/images/004107_sat.png,/content/sat2street_data/images/004107_svi.png,2_SevereDamage
/content/sat2street_data/images/000080_sat.png,/content/sat2street_data/images/000080_svi.png,0_MinorDamage
/content/sat2street_data/images/001624_sat.png,/content/sat2street_data/images/001624_svi.png,1_ModerateDamage
/content/sat2street_data/images/001269_sat.png,/content/sat2street_data/images/001269_svi.png,0_MinorDamage
/content/sat2street_data/images/001704_sat.png,/content/sat2street_data/images/001704_svi.png,1_ModerateDamage
/content/sat2street_data/images/003408_sat.png,/content/sat2street_data/images/003408_svi.png,2_SevereDamage
/content/sat2street_data/images/003587_sat.png,/content/sat2street_data/images/003587_svi.png,2_SevereDamage
/content/sat2street_data/images/001283_sat.png,/content/sat2street_data/images/001283_svi.png,0_MinorDamage
/content/sat2street_data/images/003195_sat.png,/content/sat2street_data/images/003195_svi.png,2_SevereDamage
/content/sat2street_data/images/003851_sat.png,/content/sat2street_data/images/003851_svi.png,2_SevereDamage
/content/sat2street_data/images/000354_sat.png,/content/sat2street_data/images/000354_svi.png,0_MinorDamage
/content/sat2street_data/images/003573_sat.png,/content/sat2street_data/images/003573_svi.png,2_SevereDamage
/content/sat2street_data/images/001431_sat.png,/content/sat2street_data/images/001431_svi.png,1_ModerateDamage
/content/sat2street_data/images/003418_sat.png,/content/sat2street_data/images/003418_svi.png,2_SevereDamage
/content/sat2street_data/images/001532_sat.png,/content/sat2street_data/images/001532_svi.png,1_ModerateDamage
/content/sat2street_data/images/000711_sat.png,/content/sat2street_data/images/000711_svi.png,0_MinorDamage
/content/sat2street_data/images/001120_sat.png,/content/sat2street_data/images/001120_svi.png,0_MinorDamage
/content/sat2street_data/images/000978_sat.png,/content/sat2street_data/images/000978_svi.png,0_MinorDamage
/content/sat2street_data/images/000946_sat.png,/content/sat2street_data/images/000946_svi.png,0_MinorDamage
/content/sat2street_data/images/001610_sat.png,/content/sat2street_data/images/001610_svi.png,1_ModerateDamage
/content/sat2street_data/images/001956_sat.png,/content/sat2street_data/images/001956_svi.png,1_ModerateDamage
/content/sat2street_data/images/002427_sat.png,/content/sat2street_data/images/002427_svi.png,1_ModerateDamage
/content/sat2street_data/images/002062_sat.png,/content/sat2street_data/images/002062_svi.png,1_ModerateDamage
/content/sat2street_data/images/003593_sat.png,/content/sat2street_data/images/003593_svi.png,2_SevereDamage
/content/sat2street_data/images/003118_sat.png,/content/sat2street_data/images/003118_svi.png,2_SevereDamage
/content/sat2street_data/images/001556_sat.png,/content/sat2street_data/images/001556_svi.png,1_ModerateDamage
/content/sat2street_data/images/003614_sat.png,/content/sat2street_data/images/003614_svi.png,2_SevereDamage
/content/sat2street_data/images/002875_sat.png,/content/sat2street_data/images/002875_svi.png,1_ModerateDamage
/content/sat2street_data/images/000347_sat.png,/content/sat2street_data/images/000347_svi.png,0_MinorDamage
/content/sat2street_data/images/003095_sat.png,/content/sat2street_data/images/003095_svi.png,2_SevereDamage
/content/sat2street_data/images/003273_sat.png,/content/sat2street_data/images/003273_svi.png,2_SevereDamage
/content/sat2street_data/images/001603_sat.png,/content/sat2street_data/images/001603_svi.png,1_ModerateDamage
/content/sat2street_data/images/003308_sat.png,/content/sat2street_data/images/003308_svi.png,2_SevereDamage
/content/sat2street_data/images/002200_sat.png,/content/sat2street_data/images/002200_svi.png,1_ModerateDamage
/content/sat2street_data/images/000033_sat.png,/content/sat2street_data/images/000033_svi.png,0_MinorDamage
/content/sat2street_data/images/001349_sat.png,/content/sat2street_data/images/001349_svi.png,0_MinorDamage
/content/sat2street_data/images/002835_sat.png,/content/sat2street_data/images/002835_svi.png,1_ModerateDamage
/content/sat2street_data/images/002256_sat.png,/content/sat2street_data/images/002256_svi.png,1_ModerateDamage
/content/sat2street_data/images/003452_sat.png,/content/sat2street_data/images/003452_svi.png,2_SevereDamage
/content/sat2street_data/images/000534_sat.png,/content/sat2street_data/images/000534_svi.png,0_MinorDamage
/content/sat2street_data/images/001486_sat.png,/content/sat2street_data/images/001486_svi.png,1_ModerateDamage
/content/sat2street_data/images/002716_sat.png,/content/sat2street_data/images/002716_svi.png,1_ModerateDamage
/content/sat2street_data/images/003307_sat.png,/content/sat2street_data/images/003307_svi.png,2_SevereDamage
/content/sat2street_data/images/002857_sat.png,/content/sat2street_data/images/002857_svi.png,1_ModerateDamage
/content/sat2street_data/images/003974_sat.png,/content/sat2street_data/images/003974_svi.png,2_SevereDamage
/content/sat2street_data/images/000398_sat.png,/content/sat2street_data/images/000398_svi.png,0_MinorDamage
/content/sat2street_data/images/002489_sat.png,/content/sat2street_data/images/002489_svi.png,1_ModerateDamage
/content/sat2street_data/images/001580_sat.png,/content/sat2street_data/images/001580_svi.png,1_ModerateDamage
/content/sat2street_data/images/001906_sat.png,/content/sat2street_data/images/001906_svi.png,1_ModerateDamage
/content/sat2street_data/images/003236_sat.png,/content/sat2street_data/images/003236_svi.png,2_SevereDamage
/content/sat2street_data/images/000014_sat.png,/content/sat2street_data/images/000014_svi.png,0_MinorDamage
/content/sat2street_data/images/002940_sat.png,/content/sat2street_data/images/002940_svi.png,1_ModerateDamage
/content/sat2street_data/images/001564_sat.png,/content/sat2street_data/images/001564_svi.png,1_ModerateDamage
/content/sat2street_data/images/001270_sat.png,/content/sat2street_data/images/001270_svi.png,0_MinorDamage
/content/sat2street_data/images/002570_sat.png,/content/sat2street_data/images/002570_svi.png,1_ModerateDamage
/content/sat2street_data/images/003580_sat.png,/content/sat2street_data/images/003580_svi.png,2_SevereDamage
/content/sat2street_data/images/003727_sat.png,/content/sat2street_data/images/003727_svi.png,2_SevereDamage
/content/sat2street_data/images/000131_sat.png,/content/sat2street_data/images/000131_svi.png,0_MinorDamage
/content/sat2street_data/images/002239_sat.png,/content/sat2street_data/images/002239_svi.png,1_ModerateDamage
/content/sat2street_data/images/000658_sat.png,/content/sat2street_data/images/000658_svi.png,0_MinorDamage
/content/sat2street_data/images/002285_sat.png,/content/sat2street_data/images/002285_svi.png,1_ModerateDamage
/content/sat2street_data/images/001193_sat.png,/content/sat2street_data/images/001193_svi.png,0_MinorDamage
/content/sat2street_data/images/003888_sat.png,/content/sat2street_data/images/003888_svi.png,2_SevereDamage
/content/sat2street_data/images/002043_sat.png,/content/sat2street_data/images/002043_svi.png,1_ModerateDamage
/content/sat2street_data/images/001801_sat.png,/content/sat2street_data/images/001801_svi.png,1_ModerateDamage
/content/sat2street_data/images/003916_sat.png,/content/sat2street_data/images/003916_svi.png,2_SevereDamage
/content/sat2street_data/images/000017_sat.png,/content/sat2street_data/images/000017_svi.png,0_MinorDamage
/content/sat2street_data/images/000901_sat.png,/content/sat2street_data/images/000901_svi.png,0_MinorDamage
/content/sat2street_data/images/004066_sat.png,/content/sat2street_data/images/004066_svi.png,2_SevereDamage
/content/sat2street_data/images/002302_sat.png,/content/sat2street_data/images/002302_svi.png,1_ModerateDamage
/content/sat2street_data/images/002243_sat.png,/content/sat2street_data/images/002243_svi.png,1_ModerateDamage
/content/sat2street_data/images/000890_sat.png,/content/sat2street_data/images/000890_svi.png,0_MinorDamage
/content/sat2street_data/images/000483_sat.png,/content/sat2street_data/images/000483_svi.png,0_MinorDamage
/content/sat2street_data/images/001028_sat.png,/content/sat2street_data/images/001028_svi.png,0_MinorDamage
/content/sat2street_data/images/000314_sat.png,/content/sat2street_data/images/000314_svi.png,0_MinorDamage
/content/sat2street_data/images/001162_sat.png,/content/sat2street_data/images/001162_svi.png,0_MinorDamage
/content/sat2street_data/images/001511_sat.png,/content/sat2street_data/images/001511_svi.png,1_ModerateDamage
/content/sat2street_data/images/003368_sat.png,/content/sat2street_data/images/003368_svi.png,2_SevereDamage
/content/sat2street_data/images/001503_sat.png,/content/sat2street_data/images/001503_svi.png,1_ModerateDamage
/content/sat2street_data/images/002665_sat.png,/content/sat2street_data/images/002665_svi.png,1_ModerateDamage
/content/sat2street_data/images/001914_sat.png,/content/sat2street_data/images/001914_svi.png,1_ModerateDamage
/content/sat2street_data/images/001109_sat.png,/content/sat2street_data/images/001109_svi.png,0_MinorDamage
/content/sat2street_data/images/000805_sat.png,/content/sat2street_data/images/000805_svi.png,0_MinorDamage
/content/sat2street_data/images/001963_sat.png,/content/sat2street_data/images/001963_svi.png,1_ModerateDamage
/content/sat2street_data/images/004056_sat.png,/content/sat2street_data/images/004056_svi.png,2_SevereDamage
/content/sat2street_data/images/000190_sat.png,/content/sat2street_data/images/000190_svi.png,0_MinorDamage
/content/sat2street_data/images/000120_sat.png,/content/sat2street_data/images/000120_svi.png,0_MinorDamage
/content/sat2street_data/images/000476_sat.png,/content/sat2street_data/images/000476_svi.png,0_MinorDamage
/content/sat2street_data/images/003985_sat.png,/content/sat2street_data/images/003985_svi.png,2_SevereDamage
/content/sat2street_data/images/001008_sat.png,/content/sat2street_data/images/001008_svi.png,0_MinorDamage
/content/sat2street_data/images/000854_sat.png,/content/sat2street_data/images/000854_svi.png,0_MinorDamage
/content/sat2street_data/images/000466_sat.png,/content/sat2street_data/images/000466_svi.png,0_MinorDamage
/content/sat2street_data/images/000056_sat.png,/content/sat2street_data/images/000056_svi.png,0_MinorDamage
/content/sat2street_data/images/000585_sat.png,/content/sat2street_data/images/000585_svi.png,0_MinorDamage
/content/sat2street_data/images/001676_sat.png,/content/sat2street_data/images/001676_svi.png,1_ModerateDamage
/content/sat2street_data/images/000083_sat.png,/content/sat2street_data/images/000083_svi.png,0_MinorDamage
/content/sat2street_data/images/001179_sat.png,/content/sat2street_data/images/001179_svi.png,0_MinorDamage
/content/sat2street_data/images/000888_sat.png,/content/sat2street_data/images/000888_svi.png,0_MinorDamage
/content/sat2street_data/images/001258_sat.png,/content/sat2street_data/images/001258_svi.png,0_MinorDamage
/content/sat2street_data/images/003601_sat.png,/content/sat2street_data/images/003601_svi.png,2_SevereDamage
/content/sat2street_data/images/000277_sat.png,/content/sat2street_data/images/000277_svi.png,0_MinorDamage
/content/sat2street_data/images/001480_sat.png,/content/sat2street_data/images/001480_svi.png,1_ModerateDamage
/content/sat2street_data/images/003376_sat.png,/content/sat2street_data/images/003376_svi.png,2_SevereDamage
/content/sat2street_data/images/001422_sat.png,/content/sat2street_data/images/001422_svi.png,1_ModerateDamage
/content/sat2street_data/images/003966_sat.png,/content/sat2street_data/images/003966_svi.png,2_SevereDamage
/content/sat2street_data/images/000386_sat.png,/content/sat2street_data/images/000386_svi.png,0_MinorDamage
/content/sat2street_data/images/003584_sat.png,/content/sat2street_data/images/003584_svi.png,2_SevereDamage
/content/sat2street_data/images/003648_sat.png,/content/sat2street_data/images/003648_svi.png,2_SevereDamage
/content/sat2street_data/images/002876_sat.png,/content/sat2street_data/images/002876_svi.png,1_ModerateDamage
/content/sat2street_data/images/003981_sat.png,/content/sat2street_data/images/003981_svi.png,2_SevereDamage
/content/sat2street_data/images/003692_sat.png,/content/sat2street_data/images/003692_svi.png,2_SevereDamage
/content/sat2street_data/images/000209_sat.png,/content/sat2street_data/images/000209_svi.png,0_MinorDamage
/content/sat2street_data/images/000057_sat.png,/content/sat2street_data/images/000057_svi.png,0_MinorDamage
/content/sat2street_data/images/002710_sat.png,/content/sat2street_data/images/002710_svi.png,1_ModerateDamage
/content/sat2street_data/images/000026_sat.png,/content/sat2street_data/images/000026_svi.png,0_MinorDamage
/content/sat2street_data/images/002479_sat.png,/content/sat2street_data/images/002479_svi.png,1_ModerateDamage
/content/sat2street_data/images/002777_sat.png,/content/sat2street_data/images/002777_svi.png,1_ModerateDamage
/content/sat2street_data/images/000936_sat.png,/content/sat2street_data/images/000936_svi.png,0_MinorDamage
/content/sat2street_data/images/001859_sat.png,/content/sat2street_data/images/001859_svi.png,1_ModerateDamage
/content/sat2street_data/images/001619_sat.png,/content/sat2street_data/images/001619_svi.png,1_ModerateDamage
/content/sat2street_data/images/000556_sat.png,/content/sat2street_data/images/000556_svi.png,0_MinorDamage
/content/sat2street_data/images/001861_sat.png,/content/sat2street_data/images/001861_svi.png,1_ModerateDamage
/content/sat2street_data/images/001156_sat.png,/content/sat2street_data/images/001156_svi.png,0_MinorDamage
/content/sat2street_data/images/000646_sat.png,/content/sat2street_data/images/000646_svi.png,0_MinorDamage
/content/sat2street_data/images/003199_sat.png,/content/sat2street_data/images/003199_svi.png,2_SevereDamage
/content/sat2street_data/images/003746_sat.png,/content/sat2street_data/images/003746_svi.png,2_SevereDamage
/content/sat2street_data/images/000258_sat.png,/content/sat2street_data/images/000258_svi.png,0_MinorDamage
/content/sat2street_data/images/002924_sat.png,/content/sat2street_data/images/002924_svi.png,1_ModerateDamage
/content/sat2street_data/images/000246_sat.png,/content/sat2street_data/images/000246_svi.png,0_MinorDamage
/content/sat2street_data/images/000227_sat.png,/content/sat2street_data/images/000227_svi.png,0_MinorDamage
/content/sat2street_data/images/001683_sat.png,/content/sat2street_data/images/001683_svi.png,1_ModerateDamage
/content/sat2street_data/images/000880_sat.png,/content/sat2street_data/images/000880_svi.png,0_MinorDamage
/content/sat2street_data/images/002607_sat.png,/content/sat2street_data/images/002607_svi.png,1_ModerateDamage
/content/sat2street_data/images/004053_sat.png,/content/sat2street_data/images/004053_svi.png,2_SevereDamage
/content/sat2street_data/images/003989_sat.png,/content/sat2street_data/images/003989_svi.png,2_SevereDamage
/content/sat2street_data/images/000591_sat.png,/content/sat2street_data/images/000591_svi.png,0_MinorDamage
/content/sat2street_data/images/000779_sat.png,/content/sat2street_data/images/000779_svi.png,0_MinorDamage
/content/sat2street_data/images/002157_sat.png,/content/sat2street_data/images/002157_svi.png,1_ModerateDamage
/content/sat2street_data/images/004073_sat.png,/content/sat2street_data/images/004073_svi.png,2_SevereDamage
/content/sat2street_data/images/003807_sat.png,/content/sat2street_data/images/003807_svi.png,2_SevereDamage
/content/sat2street_data/images/001876_sat.png,/content/sat2street_data/images/001876_svi.png,1_ModerateDamage
/content/sat2street_data/images/002547_sat.png,/content/sat2street_data/images/002547_svi.png,1_ModerateDamage
/content/sat2street_data/images/000437_sat.png,/content/sat2street_data/images/000437_svi.png,0_MinorDamage
/content/sat2street_data/images/003782_sat.png,/content/sat2street_data/images/003782_svi.png,2_SevereDamage
/content/sat2street_data/images/000348_sat.png,/content/sat2street_data/images/000348_svi.png,0_MinorDamage
/content/sat2street_data/images/001058_sat.png,/content/sat2street_data/images/001058_svi.png,0_MinorDamage
/content/sat2street_data/images/001670_sat.png,/content/sat2street_data/images/001670_svi.png,1_ModerateDamage
/content/sat2street_data/images/001339_sat.png,/content/sat2street_data/images/001339_svi.png,0_MinorDamage
/content/sat2street_data/images/002403_sat.png,/content/sat2street_data/images/002403_svi.png,1_ModerateDamage
/content/sat2street_data/images/001413_sat.png,/content/sat2street_data/images/001413_svi.png,1_ModerateDamage
/content/sat2street_data/images/004001_sat.png,/content/sat2street_data/images/004001_svi.png,2_SevereDamage
/content/sat2street_data/images/002656_sat.png,/content/sat2street_data/images/002656_svi.png,1_ModerateDamage
/content/sat2street_data/images/002176_sat.png,/content/sat2street_data/images/002176_svi.png,1_ModerateDamage
/content/sat2street_data/images/001060_sat.png,/content/sat2street_data/images/001060_svi.png,0_MinorDamage
/content/sat2street_data/images/000168_sat.png,/content/sat2street_data/images/000168_svi.png,0_MinorDamage
/content/sat2street_data/images/002971_sat.png,/content/sat2street_data/images/002971_svi.png,2_SevereDamage
/content/sat2street_data/images/001915_sat.png,/content/sat2street_data/images/001915_svi.png,1_ModerateDamage
/content/sat2street_data/images/000218_sat.png,/content/sat2street_data/images/000218_svi.png,0_MinorDamage
/content/sat2street_data/images/001661_sat.png,/content/sat2street_data/images/001661_svi.png,1_ModerateDamage
/content/sat2street_data/images/000034_sat.png,/content/sat2street_data/images/000034_svi.png,0_MinorDamage
/content/sat2street_data/images/002279_sat.png,/content/sat2street_data/images/002279_svi.png,1_ModerateDamage
/content/sat2street_data/images/003576_sat.png,/content/sat2street_data/images/003576_svi.png,2_SevereDamage
/content/sat2street_data/images/001828_sat.png,/content/sat2street_data/images/001828_svi.png,1_ModerateDamage
/content/sat2street_data/images/000762_sat.png,/content/sat2street_data/images/000762_svi.png,0_MinorDamage
/content/sat2street_data/images/000291_sat.png,/content/sat2street_data/images/000291_svi.png,0_MinorDamage
/content/sat2street_data/images/002969_sat.png,/content/sat2street_data/images/002969_svi.png,2_SevereDamage
/content/sat2street_data/images/003572_sat.png,/content/sat2street_data/images/003572_svi.png,2_SevereDamage
/content/sat2street_data/images/003654_sat.png,/content/sat2street_data/images/003654_svi.png,2_SevereDamage
/content/sat2street_data/images/000777_sat.png,/content/sat2street_data/images/000777_svi.png,0_MinorDamage
/content/sat2street_data/images/003965_sat.png,/content/sat2street_data/images/003965_svi.png,2_SevereDamage
/content/sat2street_data/images/003503_sat.png,/content/sat2street_data/images/003503_svi.png,2_SevereDamage
/content/sat2street_data/images/000506_sat.png,/content/sat2street_data/images/000506_svi.png,0_MinorDamage
/content/sat2street_data/images/001961_sat.png,/content/sat2street_data/images/001961_svi.png,1_ModerateDamage
/content/sat2street_data/images/000614_sat.png,/content/sat2street_data/images/000614_svi.png,0_MinorDamage
/content/sat2street_data/images/003917_sat.png,/content/sat2street_data/images/003917_svi.png,2_SevereDamage
/content/sat2street_data/images/001684_sat.png,/content/sat2street_data/images/001684_svi.png,1_ModerateDamage
/content/sat2street_data/images/003983_sat.png,/content/sat2street_data/images/003983_svi.png,2_SevereDamage
/content/sat2street_data/images/002634_sat.png,/content/sat2street_data/images/002634_svi.png,1_ModerateDamage
/content/sat2street_data/images/000797_sat.png,/content/sat2street_data/images/000797_svi.png,0_MinorDamage
/content/sat2street_data/images/000445_sat.png,/content/sat2street_data/images/000445_svi.png,0_MinorDamage
/content/sat2street_data/images/004076_sat.png,/content/sat2street_data/images/004076_svi.png,2_SevereDamage
/content/sat2street_data/images/003721_sat.png,/content/sat2street_data/images/003721_svi.png,2_SevereDamage
/content/sat2street_data/images/001939_sat.png,/content/sat2street_data/images/001939_svi.png,1_ModerateDamage
/content/sat2street_data/images/000145_sat.png,/content/sat2street_data/images/000145_svi.png,0_MinorDamage
/content/sat2street_data/images/000943_sat.png,/content/sat2street_data/images/000943_svi.png,0_MinorDamage
/content/sat2street_data/images/002126_sat.png,/content/sat2street_data/images/002126_svi.png,1_ModerateDamage
/content/sat2street_data/images/003637_sat.png,/content/sat2street_data/images/003637_svi.png,2_SevereDamage
/content/sat2street_data/images/001442_sat.png,/content/sat2street_data/images/001442_svi.png,1_ModerateDamage
/content/sat2street_data/images/002886_sat.png,/content/sat2street_data/images/002886_svi.png,1_ModerateDamage
/content/sat2street_data/images/002214_sat.png,/content/sat2street_data/images/002214_svi.png,1_ModerateDamage
/content/sat2street_data/images/000341_sat.png,/content/sat2street_data/images/000341_svi.png,0_MinorDamage
/content/sat2street_data/images/001702_sat.png,/content/sat2street_data/images/001702_svi.png,1_ModerateDamage
/content/sat2street_data/images/002526_sat.png,/content/sat2street_data/images/002526_svi.png,1_ModerateDamage
/content/sat2street_data/images/001332_sat.png,/content/sat2street_data/images/001332_svi.png,0_MinorDamage
/content/sat2street_data/images/001712_sat.png,/content/sat2street_data/images/001712_svi.png,1_ModerateDamage
/content/sat2street_data/images/001398_sat.png,/content/sat2street_data/images/001398_svi.png,0_MinorDamage
/content/sat2street_data/images/004119_sat.png,/content/sat2street_data/images/004119_svi.png,2_SevereDamage
/content/sat2street_data/images/002413_sat.png,/content/sat2street_data/images/002413_svi.png,1_ModerateDamage
/content/sat2street_data/images/000181_sat.png,/content/sat2street_data/images/000181_svi.png,0_MinorDamage
/content/sat2street_data/images/001108_sat.png,/content/sat2street_data/images/001108_svi.png,0_MinorDamage
/content/sat2street_data/images/002399_sat.png,/content/sat2street_data/images/002399_svi.png,1_ModerateDamage
/content/sat2street_data/images/001528_sat.png,/content/sat2street_data/images/001528_svi.png,1_ModerateDamage
/content/sat2street_data/images/001566_sat.png,/content/sat2street_data/images/001566_svi.png,1_ModerateDamage
/content/sat2street_data/images/000201_sat.png,/content/sat2street_data/images/000201_svi.png,0_MinorDamage
/content/sat2street_data/images/000012_sat.png,/content/sat2street_data/images/000012_svi.png,0_MinorDamage
/content/sat2street_data/images/001558_sat.png,/content/sat2street_data/images/001558_svi.png,1_ModerateDamage
/content/sat2street_data/images/000383_sat.png,/content/sat2street_data/images/000383_svi.png,0_MinorDamage
